date,adm1,n,n_conflict,n_protest
2019-11-17,IN02,188,55,4
2019-11-17,IN03,31,5,0
2019-11-17,IN07,1012,258,20
2019-11-17,IN09,97,40,0
2019-11-17,IN10,112,25,4
2019-11-17,IN11,5,0,0
2019-11-17,IN12,303,99,4
2019-11-17,IN13,183,39,0
2019-11-17,IN16,506,121,10
2019-11-17,IN17,2,0,0
2019-11-17,IN18,3,0,0
2019-11-17,IN19,147,40,1
2019-11-17,IN20,51,8,2
2019-11-17,IN21,49,18,1
2019-11-17,IN22,6,3,0
2019-11-17,IN23,104,32,2
2019-11-17,IN24,494,111,1
2019-11-17,IN25,150,26,1
2019-11-17,IN26,5,5,0
2019-11-17,IN28,155,44,2
2019-11-17,IN30,6,2,0
2019-11-17,IN33,9,1,0
2019-11-17,IN34,149,43,1
2019-11-17,IN35,64,13,2
2019-11-17,IN36,749,248,15
2019-11-17,IN37,61,27,0
2019-11-17,IN38,33,16,0
2019-11-17,IN39,19,3,0
2019-11-18,IN00,122,23,2
2019-11-18,IN01,4,1,0
2019-11-18,IN02,163,55,1
2019-11-18,IN03,88,34,17
2019-11-18,IN05,1,0,0
2019-11-18,IN07,1470,432,81
2019-11-18,IN09,167,49,1
2019-11-18,IN10,51,10,0
2019-11-18,IN11,52,3,0
2019-11-18,IN12,465,151,13
2019-11-18,IN13,99,18,1
2019-11-18,IN14,3,0,0
2019-11-18,IN16,646,151,14
2019-11-18,IN17,14,7,2
2019-11-18,IN19,335,108,1
2019-11-18,IN20,38,10,5
2019-11-18,IN21,72,20,1
2019-11-18,IN22,4,0,0
2019-11-18,IN23,62,24,3
2019-11-18,IN24,591,125,16
2019-11-18,IN25,336,98,9
2019-11-18,IN26,18,9,0
2019-11-18,IN28,211,62,8
2019-11-18,IN31,4,4,4
2019-11-18,IN33,14,11,8
2019-11-18,IN34,67,19,0
2019-11-18,IN35,98,21,1
2019-11-18,IN36,576,179,15
2019-11-18,IN37,13,4,0
2019-11-18,IN38,20,5,0
2019-11-18,IN39,21,2,0
2019-11-19,IN00,47,16,0
2019-11-19,IN01,4,2,0
2019-11-19,IN02,277,82,2
2019-11-19,IN03,94,38,19
2019-11-19,IN05,3,0,0
2019-11-19,IN06,3,0,0
2019-11-19,IN07,1410,428,75
2019-11-19,IN09,123,39,1
2019-11-19,IN10,83,17,2
2019-11-19,IN11,29,3,0
2019-11-19,IN12,438,169,23
2019-11-19,IN13,138,30,9
2019-11-19,IN14,2,2,0
2019-11-19,IN16,583,189,19
2019-11-19,IN17,24,10,5
2019-11-19,IN18,12,6,0
2019-11-19,IN19,388,106,7
2019-11-19,IN20,6,1,0
2019-11-19,IN21,49,5,0
2019-11-19,IN22,7,1,0
2019-11-19,IN23,127,30,0
2019-11-19,IN24,373,92,7
2019-11-19,IN25,314,99,31
2019-11-19,IN26,25,8,2
2019-11-19,IN28,363,127,4
2019-11-19,IN33,17,7,2
2019-11-19,IN34,163,45,0
2019-11-19,IN35,145,59,1
2019-11-19,IN36,425,143,23
2019-11-19,IN37,32,7,0
2019-11-19,IN38,44,20,0
2019-11-19,IN39,65,15,0
2019-11-20,IN00,123,34,4
2019-11-20,IN01,2,1,0
2019-11-20,IN02,290,92,6
2019-11-20,IN03,110,32,5
2019-11-20,IN06,1,0,0
2019-11-20,IN07,1637,407,61
2019-11-20,IN09,135,52,2
2019-11-20,IN10,87,19,0
2019-11-20,IN11,38,9,0
2019-11-20,IN12,414,103,7
2019-11-20,IN13,184,43,8
2019-11-20,IN14,2,2,0
2019-11-20,IN16,612,203,23
2019-11-20,IN18,1,0,0
2019-11-20,IN19,413,113,7
2019-11-20,IN20,18,8,5
2019-11-20,IN21,44,6,0
2019-11-20,IN22,7,4,0
2019-11-20,IN23,150,62,5
2019-11-20,IN24,413,78,10
2019-11-20,IN25,308,70,11
2019-11-20,IN26,19,9,0
2019-11-20,IN28,297,106,5
2019-11-20,IN31,3,0,0
2019-11-20,IN33,27,4,2
2019-11-20,IN34,112,30,0
2019-11-20,IN35,147,48,3
2019-11-20,IN36,431,117,10
2019-11-20,IN37,74,27,0
2019-11-20,IN38,52,25,1
2019-11-20,IN39,43,12,2
2019-11-21,IN00,58,9,2
2019-11-21,IN01,11,5,0
2019-11-21,IN02,258,66,6
2019-11-21,IN03,126,22,4
2019-11-21,IN07,1285,384,54
2019-11-21,IN09,209,84,9
2019-11-21,IN10,73,14,0
2019-11-21,IN11,31,11,0
2019-11-21,IN12,333,97,5
2019-11-21,IN13,169,41,4
2019-11-21,IN14,10,0,0
2019-11-21,IN16,713,196,28
2019-11-21,IN17,13,6,0
2019-11-21,IN18,2,2,0
2019-11-21,IN19,441,126,6
2019-11-21,IN20,21,3,0
2019-11-21,IN21,102,16,0
2019-11-21,IN22,11,5,0
2019-11-21,IN23,148,48,0
2019-11-21,IN24,469,97,12
2019-11-21,IN25,320,64,4
2019-11-21,IN26,55,26,1
2019-11-21,IN28,275,54,4
2019-11-21,IN31,4,3,0
2019-11-21,IN33,19,6,1
2019-11-21,IN34,141,40,0
2019-11-21,IN35,189,66,1
2019-11-21,IN36,508,169,33
2019-11-21,IN37,41,10,0
2019-11-21,IN38,58,19,3
2019-11-21,IN39,60,14,0
2019-11-22,IN00,68,15,3
2019-11-22,IN01,3,0,0
2019-11-22,IN02,202,60,10
2019-11-22,IN03,75,11,5
2019-11-22,IN07,997,262,30
2019-11-22,IN09,208,80,2
2019-11-22,IN10,103,20,4
2019-11-22,IN11,41,1,0
2019-11-22,IN12,390,116,10
2019-11-22,IN13,169,78,28
2019-11-22,IN16,788,164,7
2019-11-22,IN17,21,6,1
2019-11-22,IN19,433,117,14
2019-11-22,IN20,23,5,0
2019-11-22,IN21,43,8,2
2019-11-22,IN22,13,3,0
2019-11-22,IN23,98,41,1
2019-11-22,IN24,612,89,2
2019-11-22,IN25,236,47,4
2019-11-22,IN26,18,7,4
2019-11-22,IN28,207,60,1
2019-11-22,IN31,19,6,3
2019-11-22,IN33,15,3,0
2019-11-22,IN34,95,43,8
2019-11-22,IN35,172,68,11
2019-11-22,IN36,480,168,28
2019-11-22,IN37,29,7,0
2019-11-22,IN38,49,17,0
2019-11-22,IN39,32,1,0
2019-11-23,IN00,29,7,1
2019-11-23,IN01,1,1,0
2019-11-23,IN02,143,41,8
2019-11-23,IN03,46,15,2
2019-11-23,IN05,2,0,0
2019-11-23,IN06,1,0,0
2019-11-23,IN07,845,211,28
2019-11-23,IN09,132,46,0
2019-11-23,IN10,72,26,0
2019-11-23,IN11,23,2,0
2019-11-23,IN12,188,45,3
2019-11-23,IN13,72,34,6
2019-11-23,IN14,9,3,0
2019-11-23,IN16,822,221,8
2019-11-23,IN17,63,16,0
2019-11-23,IN19,254,95,4
2019-11-23,IN20,37,8,2
2019-11-23,IN21,40,13,0
2019-11-23,IN22,7,1,0
2019-11-23,IN23,94,31,0
2019-11-23,IN24,687,165,5
2019-11-23,IN25,193,60,2
2019-11-23,IN26,26,2,0
2019-11-23,IN28,144,44,1
2019-11-23,IN31,1,0,0
2019-11-23,IN33,11,1,0
2019-11-23,IN34,108,35,6
2019-11-23,IN35,81,22,0
2019-11-23,IN36,347,99,7
2019-11-23,IN37,36,10,0
2019-11-23,IN38,24,13,0
2019-11-23,IN39,57,12,0
2019-11-24,IN00,51,13,1
2019-11-24,IN01,1,0,0
2019-11-24,IN02,120,39,7
2019-11-24,IN03,73,13,3
2019-11-24,IN07,641,148,21
2019-11-24,IN09,122,59,3
2019-11-24,IN10,43,11,2
2019-11-24,IN11,8,0,0
2019-11-24,IN12,219,64,3
2019-11-24,IN13,38,8,0
2019-11-24,IN16,792,173,7
2019-11-24,IN17,9,0,0
2019-11-24,IN18,6,0,0
2019-11-24,IN19,198,71,0
2019-11-24,IN20,9,1,0
2019-11-24,IN21,28,4,0
2019-11-24,IN22,1,0,0
2019-11-24,IN23,126,38,3
2019-11-24,IN24,702,145,5
2019-11-24,IN25,172,19,0
2019-11-24,IN26,18,10,0
2019-11-24,IN28,75,25,1
2019-11-24,IN30,5,1,0
2019-11-24,IN33,10,1,0
2019-11-24,IN34,100,43,12
2019-11-24,IN35,84,31,2
2019-11-24,IN36,343,87,8
2019-11-24,IN37,20,1,0
2019-11-24,IN38,38,18,1
2019-11-24,IN39,52,7,0
2019-11-25,IN00,58,16,0
2019-11-25,IN01,5,0,0
2019-11-25,IN02,161,41,2
2019-11-25,IN03,104,46,5
2019-11-25,IN07,872,264,46
2019-11-25,IN09,200,76,4
2019-11-25,IN10,86,18,0
2019-11-25,IN11,29,1,1
2019-11-25,IN12,216,81,2
2019-11-25,IN13,97,38,8
2019-11-25,IN14,2,2,0
2019-11-25,IN16,897,184,14
2019-11-25,IN17,12,0,0
2019-11-25,IN18,2,1,0
2019-11-25,IN19,246,74,4
2019-11-25,IN20,19,0,0
2019-11-25,IN21,72,11,0
2019-11-25,IN22,3,1,0
2019-11-25,IN23,120,39,5
2019-11-25,IN24,543,124,17
2019-11-25,IN25,271,76,10
2019-11-25,IN26,29,7,0
2019-11-25,IN28,159,53,6
2019-11-25,IN30,1,0,0
2019-11-25,IN33,14,2,0
2019-11-25,IN34,101,15,0
2019-11-25,IN35,159,62,0
2019-11-25,IN36,465,155,16
2019-11-25,IN37,14,0,0
2019-11-25,IN38,32,8,0
2019-11-25,IN39,41,8,0
2019-11-26,IN00,38,9,0
2019-11-26,IN01,1,0,0
2019-11-26,IN02,256,76,3
2019-11-26,IN03,51,19,0
2019-11-26,IN05,2,1,0
2019-11-26,IN06,1,1,0
2019-11-26,IN07,1042,311,42
2019-11-26,IN09,150,52,4
2019-11-26,IN10,89,31,1
2019-11-26,IN11,21,9,0
2019-11-26,IN12,503,171,2
2019-11-26,IN13,285,71,10
2019-11-26,IN14,1,0,0
2019-11-26,IN16,1237,391,29
2019-11-26,IN17,15,0,0
2019-11-26,IN18,4,1,0
2019-11-26,IN19,343,81,4
2019-11-26,IN20,27,12,1
2019-11-26,IN21,81,26,2
2019-11-26,IN22,11,3,0
2019-11-26,IN23,89,31,0
2019-11-26,IN24,706,162,22
2019-11-26,IN25,281,72,8
2019-11-26,IN26,37,9,0
2019-11-26,IN28,193,57,2
2019-11-26,IN30,11,2,0
2019-11-26,IN31,9,0,0
2019-11-26,IN33,19,3,0
2019-11-26,IN34,125,31,1
2019-11-26,IN35,113,44,2
2019-11-26,IN36,495,142,9
2019-11-26,IN37,28,5,0
2019-11-26,IN38,22,3,0
2019-11-26,IN39,63,2,0
2019-11-27,IN00,42,8,0
2019-11-27,IN01,4,0,0
2019-11-27,IN02,233,72,9
2019-11-27,IN03,56,22,4
2019-11-27,IN05,4,4,0
2019-11-27,IN06,4,0,0
2019-11-27,IN07,1165,333,18
2019-11-27,IN09,152,49,1
2019-11-27,IN10,122,48,0
2019-11-27,IN11,31,8,0
2019-11-27,IN12,430,158,1
2019-11-27,IN13,178,71,4
2019-11-27,IN14,2,0,0
2019-11-27,IN16,982,228,12
2019-11-27,IN18,4,2,0
2019-11-27,IN19,285,102,0
2019-11-27,IN20,10,0,0
2019-11-27,IN21,60,20,1
2019-11-27,IN22,9,2,0
2019-11-27,IN23,196,64,6
2019-11-27,IN24,572,111,4
2019-11-27,IN25,356,73,5
2019-11-27,IN26,4,1,0
2019-11-27,IN28,150,53,0
2019-11-27,IN30,6,2,0
2019-11-27,IN33,17,5,0
2019-11-27,IN34,117,56,3
2019-11-27,IN35,102,19,1
2019-11-27,IN36,431,146,9
2019-11-27,IN37,29,5,1
2019-11-27,IN38,48,14,0
2019-11-27,IN39,71,12,0
2019-11-28,IN00,65,13,0
2019-11-28,IN02,218,71,5
2019-11-28,IN03,118,45,4
2019-11-28,IN06,29,4,0
2019-11-28,IN07,1352,369,68
2019-11-28,IN09,154,76,4
2019-11-28,IN10,138,47,0
2019-11-28,IN11,35,14,6
2019-11-28,IN12,274,98,2
2019-11-28,IN13,97,39,4
2019-11-28,IN16,1046,233,7
2019-11-28,IN17,19,2,2
2019-11-28,IN18,2,1,0
2019-11-28,IN19,304,86,7
2019-11-28,IN20,14,5,1
2019-11-28,IN21,79,23,4
2019-11-28,IN22,4,2,0
2019-11-28,IN23,100,24,1
2019-11-28,IN24,627,103,5
2019-11-28,IN25,298,91,5
2019-11-28,IN26,7,3,2
2019-11-28,IN28,205,66,1
2019-11-28,IN30,6,0,0
2019-11-28,IN33,29,7,0
2019-11-28,IN34,103,40,2
2019-11-28,IN35,259,106,10
2019-11-28,IN36,417,119,7
2019-11-28,IN37,21,6,0
2019-11-28,IN38,41,14,1
2019-11-28,IN39,160,56,6
2019-11-29,IN00,69,13,1
2019-11-29,IN01,2,1,0
2019-11-29,IN02,648,236,2
2019-11-29,IN03,91,35,1
2019-11-29,IN06,7,1,0
2019-11-29,IN07,1509,377,52
2019-11-29,IN09,113,45,1
2019-11-29,IN10,74,14,0
2019-11-29,IN11,30,2,0
2019-11-29,IN12,196,53,2
2019-11-29,IN13,125,41,0
2019-11-29,IN14,8,0,0
2019-11-29,IN16,787,225,12
2019-11-29,IN17,23,4,1
2019-11-29,IN19,333,92,8
2019-11-29,IN20,83,13,8
2019-11-29,IN21,44,12,0
2019-11-29,IN22,20,2,0
2019-11-29,IN23,39,11,0
2019-11-29,IN24,466,125,7
2019-11-29,IN25,227,61,6
2019-11-29,IN26,27,2,1
2019-11-29,IN28,212,67,8
2019-11-29,IN30,4,0,0
2019-11-29,IN31,11,5,0
2019-11-29,IN33,14,2,0
2019-11-29,IN34,136,47,5
2019-11-29,IN35,201,99,14
2019-11-29,IN36,411,120,11
2019-11-29,IN37,24,12,0
2019-11-29,IN38,52,29,0
2019-11-29,IN39,92,18,1
2019-11-30,IN00,71,21,5
2019-11-30,IN01,3,3,0
2019-11-30,IN02,682,389,60
2019-11-30,IN03,50,15,0
2019-11-30,IN05,1,0,0
2019-11-30,IN06,6,0,0
2019-11-30,IN07,981,228,39
2019-11-30,IN09,133,72,1
2019-11-30,IN10,88,27,0
2019-11-30,IN11,7,1,0
2019-11-30,IN12,153,54,15
2019-11-30,IN13,143,59,1
2019-11-30,IN14,4,0,0
2019-11-30,IN16,533,164,0
2019-11-30,IN17,15,0,0
2019-11-30,IN19,194,71,2
2019-11-30,IN20,60,9,1
2019-11-30,IN21,42,4,0
2019-11-30,IN22,10,1,0
2019-11-30,IN23,70,29,1
2019-11-30,IN24,255,55,2
2019-11-30,IN25,211,37,4
2019-11-30,IN26,58,5,2
2019-11-30,IN28,206,78,6
2019-11-30,IN30,1,0,0
2019-11-30,IN31,9,0,0
2019-11-30,IN33,5,3,0
2019-11-30,IN34,123,43,4
2019-11-30,IN35,156,60,3
2019-11-30,IN36,279,63,3
2019-11-30,IN37,24,11,0
2019-11-30,IN38,82,52,9
2019-11-30,IN39,53,9,0
2019-12-01,IN00,85,45,2
2019-12-01,IN02,529,285,44
2019-12-01,IN03,54,13,2
2019-12-01,IN06,2,0,0
2019-12-01,IN07,862,265,24
2019-12-01,IN09,112,59,2
2019-12-01,IN10,54,13,1
2019-12-01,IN11,9,3,0
2019-12-01,IN12,140,40,6
2019-12-01,IN13,76,35,1
2019-12-01,IN14,10,2,0
2019-12-01,IN16,626,193,13
2019-12-01,IN17,7,0,0
2019-12-01,IN18,4,0,0
2019-12-01,IN19,158,48,3
2019-12-01,IN20,64,10,1
2019-12-01,IN21,10,1,0
2019-12-01,IN22,10,3,0
2019-12-01,IN23,100,31,0
2019-12-01,IN24,275,65,4
2019-12-01,IN25,206,50,7
2019-12-01,IN26,38,2,2
2019-12-01,IN28,125,44,7
2019-12-01,IN30,5,1,0
2019-12-01,IN31,10,0,0
2019-12-01,IN33,18,7,0
2019-12-01,IN34,73,37,5
2019-12-01,IN35,171,78,0
2019-12-01,IN36,291,85,25
2019-12-01,IN37,10,1,0
2019-12-01,IN38,39,20,3
2019-12-01,IN39,65,12,2
2019-12-02,IN00,56,24,0
2019-12-02,IN01,4,0,0
2019-12-02,IN02,829,466,53
2019-12-02,IN03,46,12,5
2019-12-02,IN06,11,2,0
2019-12-02,IN07,1289,376,32
2019-12-02,IN09,107,37,0
2019-12-02,IN10,54,14,0
2019-12-02,IN11,11,2,0
2019-12-02,IN12,175,67,0
2019-12-02,IN13,154,33,0
2019-12-02,IN16,953,274,10
2019-12-02,IN17,14,3,0
2019-12-02,IN18,3,0,0
2019-12-02,IN19,318,107,6
2019-12-02,IN20,31,2,0
2019-12-02,IN21,71,19,4
2019-12-02,IN22,9,3,0
2019-12-02,IN23,99,45,2
2019-12-02,IN24,279,85,12
2019-12-02,IN25,302,89,0
2019-12-02,IN26,21,1,1
2019-12-02,IN28,217,91,12
2019-12-02,IN30,4,3,0
2019-12-02,IN31,1,1,0
2019-12-02,IN33,22,10,0
2019-12-02,IN34,87,39,1
2019-12-02,IN35,181,62,0
2019-12-02,IN36,425,132,9
2019-12-02,IN37,42,17,0
2019-12-02,IN38,62,36,0
2019-12-02,IN39,114,11,1
2019-12-03,IN00,63,26,4
2019-12-03,IN01,21,7,0
2019-12-03,IN02,579,278,29
2019-12-03,IN03,68,19,9
2019-12-03,IN05,1,0,0
2019-12-03,IN06,12,2,0
2019-12-03,IN07,1095,340,29
2019-12-03,IN09,146,53,1
2019-12-03,IN10,130,29,0
2019-12-03,IN11,27,2,0
2019-12-03,IN12,221,70,4
2019-12-03,IN13,117,36,8
2019-12-03,IN14,3,0,0
2019-12-03,IN16,837,245,11
2019-12-03,IN17,22,1,0
2019-12-03,IN19,333,98,3
2019-12-03,IN20,42,0,0
2019-12-03,IN21,107,58,7
2019-12-03,IN22,1,0,0
2019-12-03,IN23,168,57,1
2019-12-03,IN24,190,35,3
2019-12-03,IN25,292,86,3
2019-12-03,IN26,24,2,0
2019-12-03,IN28,177,71,12
2019-12-03,IN29,2,0,0
2019-12-03,IN30,1,0,0
2019-12-03,IN33,13,1,0
2019-12-03,IN34,75,31,1
2019-12-03,IN35,201,50,7
2019-12-03,IN36,385,127,7
2019-12-03,IN37,28,7,0
2019-12-03,IN38,84,38,3
2019-12-03,IN39,65,4,0
2019-12-04,IN00,71,22,4
2019-12-04,IN01,13,2,0
2019-12-04,IN02,505,259,18
2019-12-04,IN03,113,36,18
2019-12-04,IN05,1,0,0
2019-12-04,IN07,1460,389,41
2019-12-04,IN09,145,70,7
2019-12-04,IN10,99,26,0
2019-12-04,IN11,36,1,0
2019-12-04,IN12,252,81,1
2019-12-04,IN13,177,70,3
2019-12-04,IN14,5,0,0
2019-12-04,IN16,815,291,12
2019-12-04,IN17,9,2,1
2019-12-04,IN18,7,0,0
2019-12-04,IN19,426,155,12
2019-12-04,IN20,87,10,2
2019-12-04,IN21,79,21,3
2019-12-04,IN22,8,1,0
2019-12-04,IN23,89,43,3
2019-12-04,IN24,310,99,5
2019-12-04,IN25,433,105,2
2019-12-04,IN26,62,18,0
2019-12-04,IN28,254,63,3
2019-12-04,IN30,6,2,0
2019-12-04,IN31,7,3,3
2019-12-04,IN33,9,1,0
2019-12-04,IN34,111,55,1
2019-12-04,IN35,155,39,1
2019-12-04,IN36,661,273,17
2019-12-04,IN37,109,48,0
2019-12-04,IN38,51,13,0
2019-12-04,IN39,128,20,1
2019-12-05,IN00,105,22,0
2019-12-05,IN01,21,4,0
2019-12-05,IN02,386,179,17
2019-12-05,IN03,99,31,11
2019-12-05,IN06,4,0,0
2019-12-05,IN07,1319,372,42
2019-12-05,IN09,224,80,9
2019-12-05,IN10,62,22,2
2019-12-05,IN11,31,6,0
2019-12-05,IN12,334,72,4
2019-12-05,IN13,196,53,2
2019-12-05,IN14,8,0,0
2019-12-05,IN16,715,220,13
2019-12-05,IN17,11,1,0
2019-12-05,IN19,410,150,16
2019-12-05,IN20,56,6,0
2019-12-05,IN21,88,32,1
2019-12-05,IN22,3,0,0
2019-12-05,IN23,88,32,7
2019-12-05,IN24,256,60,1
2019-12-05,IN25,349,75,12
2019-12-05,IN26,47,16,0
2019-12-05,IN28,257,85,9
2019-12-05,IN30,6,2,0
2019-12-05,IN31,3,0,0
2019-12-05,IN33,17,9,0
2019-12-05,IN34,132,52,1
2019-12-05,IN35,152,72,1
2019-12-05,IN36,955,449,28
2019-12-05,IN37,56,30,0
2019-12-05,IN38,42,9,0
2019-12-05,IN39,72,12,2
2019-12-06,IN00,81,21,0
2019-12-06,IN02,1356,802,34
2019-12-06,IN03,76,23,11
2019-12-06,IN06,1,0,0
2019-12-06,IN07,1304,504,39
2019-12-06,IN09,127,47,2
2019-12-06,IN10,76,21,0
2019-12-06,IN11,37,2,0
2019-12-06,IN12,208,70,6
2019-12-06,IN13,100,28,1
2019-12-06,IN14,2,1,0
2019-12-06,IN16,765,230,8
2019-12-06,IN17,9,0,0
2019-12-06,IN18,2,0,0
2019-12-06,IN19,243,78,3
2019-12-06,IN20,38,6,0
2019-12-06,IN21,150,29,0
2019-12-06,IN22,5,0,0
2019-12-06,IN23,72,25,5
2019-12-06,IN24,275,57,5
2019-12-06,IN25,175,46,0
2019-12-06,IN26,30,8,0
2019-12-06,IN28,223,99,4
2019-12-06,IN30,3,0,0
2019-12-06,IN33,28,10,0
2019-12-06,IN34,119,48,0
2019-12-06,IN35,148,39,2
2019-12-06,IN36,1086,486,23
2019-12-06,IN37,81,29,0
2019-12-06,IN38,25,13,0
2019-12-06,IN39,19,2,0
2019-12-07,IN00,72,18,1
2019-12-07,IN01,1,0,0
2019-12-07,IN02,677,366,6
2019-12-07,IN03,58,20,12
2019-12-07,IN06,8,3,0
2019-12-07,IN07,934,395,36
2019-12-07,IN09,173,79,6
2019-12-07,IN10,88,39,0
2019-12-07,IN11,43,5,0
2019-12-07,IN12,159,58,0
2019-12-07,IN13,107,40,0
2019-12-07,IN14,1,1,0
2019-12-07,IN16,572,165,0
2019-12-07,IN17,7,1,0
2019-12-07,IN19,210,61,3
2019-12-07,IN20,33,6,3
2019-12-07,IN21,62,15,1
2019-12-07,IN22,2,2,0
2019-12-07,IN23,131,50,2
2019-12-07,IN24,144,33,3
2019-12-07,IN25,282,63,2
2019-12-07,IN26,18,11,2
2019-12-07,IN28,154,64,4
2019-12-07,IN29,2,1,0
2019-12-07,IN31,2,0,0
2019-12-07,IN33,18,7,0
2019-12-07,IN34,144,69,3
2019-12-07,IN35,151,78,2
2019-12-07,IN36,1403,760,103
2019-12-07,IN37,88,31,0
2019-12-07,IN38,89,55,0
2019-12-07,IN39,44,13,0
2019-12-08,IN00,74,25,2
2019-12-08,IN01,1,1,0
2019-12-08,IN02,426,215,10
2019-12-08,IN03,97,36,23
2019-12-08,IN06,5,0,0
2019-12-08,IN07,1048,378,33
2019-12-08,IN09,188,90,3
2019-12-08,IN10,93,38,12
2019-12-08,IN11,12,5,0
2019-12-08,IN12,218,65,3
2019-12-08,IN13,57,16,3
2019-12-08,IN16,438,163,7
2019-12-08,IN17,8,1,0
2019-12-08,IN19,173,52,6
2019-12-08,IN20,40,5,1
2019-12-08,IN21,48,10,0
2019-12-08,IN23,96,39,0
2019-12-08,IN24,142,42,4
2019-12-08,IN25,184,63,1
2019-12-08,IN26,36,13,1
2019-12-08,IN28,148,57,1
2019-12-08,IN30,1,1,0
2019-12-08,IN32,2,2,0
2019-12-08,IN33,10,1,0
2019-12-08,IN34,188,56,1
2019-12-08,IN35,143,71,10
2019-12-08,IN36,721,338,46
2019-12-08,IN37,53,23,2
2019-12-08,IN38,36,25,2
2019-12-08,IN39,39,7,0
2019-12-09,IN00,85,24,1
2019-12-09,IN01,4,0,0
2019-12-09,IN02,476,243,11
2019-12-09,IN03,212,83,48
2019-12-09,IN06,1,1,0
2019-12-09,IN07,1404,444,61
2019-12-09,IN09,168,77,0
2019-12-09,IN10,76,31,3
2019-12-09,IN11,13,4,0
2019-12-09,IN12,272,77,3
2019-12-09,IN13,105,29,4
2019-12-09,IN16,663,282,23
2019-12-09,IN17,5,2,0
2019-12-09,IN18,6,4,2
2019-12-09,IN19,575,151,8
2019-12-09,IN20,103,16,2
2019-12-09,IN21,43,16,0
2019-12-09,IN22,3,0,0
2019-12-09,IN23,149,31,2
2019-12-09,IN24,388,143,17
2019-12-09,IN25,199,51,8
2019-12-09,IN26,107,34,12
2019-12-09,IN28,183,57,3
2019-12-09,IN31,9,3,1
2019-12-09,IN32,2,2,0
2019-12-09,IN33,26,3,0
2019-12-09,IN34,165,64,3
2019-12-09,IN35,76,39,9
2019-12-09,IN36,631,249,24
2019-12-09,IN37,58,30,0
2019-12-09,IN38,72,28,3
2019-12-09,IN39,43,5,0
2019-12-10,IN00,73,12,0
2019-12-10,IN01,3,1,0
2019-12-10,IN02,276,146,9
2019-12-10,IN03,298,152,65
2019-12-10,IN07,1625,530,70
2019-12-10,IN09,147,37,0
2019-12-10,IN10,85,41,6
2019-12-10,IN11,21,11,2
2019-12-10,IN12,480,165,18
2019-12-10,IN13,138,39,0
2019-12-10,IN16,711,228,13
2019-12-10,IN17,11,5,2
2019-12-10,IN18,22,12,2
2019-12-10,IN19,373,87,6
2019-12-10,IN20,86,38,7
2019-12-10,IN21,46,14,5
2019-12-10,IN22,3,0,0
2019-12-10,IN23,128,37,8
2019-12-10,IN24,436,144,11
2019-12-10,IN25,277,81,5
2019-12-10,IN26,164,73,22
2019-12-10,IN28,249,90,21
2019-12-10,IN30,5,1,0
2019-12-10,IN31,16,5,0
2019-12-10,IN33,8,2,1
2019-12-10,IN34,175,48,1
2019-12-10,IN35,173,99,2
2019-12-10,IN36,655,305,29
2019-12-10,IN37,64,35,0
2019-12-10,IN38,61,38,3
2019-12-10,IN39,47,7,2
2019-12-11,IN00,70,24,4
2019-12-11,IN01,25,8,0
2019-12-11,IN02,306,130,7
2019-12-11,IN03,401,202,64
2019-12-11,IN06,2,0,0
2019-12-11,IN07,1530,457,57
2019-12-11,IN09,166,60,1
2019-12-11,IN10,86,26,2
2019-12-11,IN11,22,9,2
2019-12-11,IN12,370,138,14
2019-12-11,IN13,182,55,0
2019-12-11,IN16,788,297,31
2019-12-11,IN17,18,2,2
2019-12-11,IN18,6,2,0
2019-12-11,IN19,379,90,5
2019-12-11,IN20,90,23,3
2019-12-11,IN21,36,15,0
2019-12-11,IN22,9,0,0
2019-12-11,IN23,97,43,3
2019-12-11,IN24,449,163,17
2019-12-11,IN25,254,65,10
2019-12-11,IN26,192,96,36
2019-12-11,IN28,249,56,13
2019-12-11,IN31,4,2,0
2019-12-11,IN33,26,5,0
2019-12-11,IN34,208,88,20
2019-12-11,IN35,180,72,3
2019-12-11,IN36,558,238,43
2019-12-11,IN37,28,11,0
2019-12-11,IN38,38,8,0
2019-12-11,IN39,61,10,3
2019-12-12,IN00,77,26,3
2019-12-12,IN01,1,1,0
2019-12-12,IN02,362,143,10
2019-12-12,IN03,925,442,126
2019-12-12,IN06,5,2,0
2019-12-12,IN07,1587,535,64
2019-12-12,IN09,223,79,5
2019-12-12,IN10,112,31,2
2019-12-12,IN11,13,4,0
2019-12-12,IN12,326,134,13
2019-12-12,IN13,171,59,14
2019-12-12,IN16,780,226,32
2019-12-12,IN17,22,4,3
2019-12-12,IN18,11,4,0
2019-12-12,IN19,322,91,5
2019-12-12,IN20,42,16,10
2019-12-12,IN21,97,20,7
2019-12-12,IN22,3,0,0
2019-12-12,IN23,82,33,1
2019-12-12,IN24,291,80,4
2019-12-12,IN25,249,76,9
2019-12-12,IN26,316,129,46
2019-12-12,IN28,257,75,10
2019-12-12,IN29,2,0,0
2019-12-12,IN30,16,2,0
2019-12-12,IN31,6,0,0
2019-12-12,IN33,22,2,0
2019-12-12,IN34,115,51,0
2019-12-12,IN35,156,90,2
2019-12-12,IN36,571,227,24
2019-12-12,IN37,23,8,0
2019-12-12,IN38,75,27,1
2019-12-12,IN39,31,10,3
2019-12-13,IN00,72,22,6
2019-12-13,IN01,17,2,0
2019-12-13,IN02,310,145,12
